playerID, gamertag, servicetag, first_active, last_active, gameID, game_var_name, game_var_class, game_time, isteam, standing, score, teamstanding, kills, deaths, assists, betrayals, suicides, avg_kill_dist, killed_most_cnt, killed_by_most, killed_by_most_cnt, tot_med_cnt, uniq_tot_med_cnt, sty_med_cnt, uniq_sty_med_cnt, mult_med_cnt, oth_med_cnt
5,SumthngIikethat,KBUD,/Date(1285979340000-0700)/,/Date(1288756080000-0700)/,291284560,Elite Slayer,3,/Date(1288755415000-0700)/,True,1,3,,3,10,1,0,0,15.6642141,1,INGLE22,4,9,6,8,5,0,1
0,Arrow of Doubt,ARRW,/Date(1284516360000-0700)/,/Date(1288761600000-0700)/,291264030,Slayer DMRs,3,/Date(1288754831000-0700)/,True,0,7,,7,8,3,0,0,28.1533585,3,MATOLUTA420,3,11,4,10,3,0,1
7,JBax180,B20,/Date(1284485460000-0700)/,/Date(1288785900000-0700)/,291264030,Slayer DMRs,3,/Date(1288754831000-0700)/,True,0,9,,9,17,5,0,0,8.11552048,3,MATOLUTA420,5,20,6,18,5,0,2
1,FearfulSpoon,L33,/Date(1285195260000-0700)/,/Date(1288761600000-0700)/,291264030,Slayer DMRs,3,/Date(1288754831000-0700)/,True,0,22,,22,9,0,0,0,17.0693054,9,Afro Crusader,5,25,8,17,4,3,3
2,INGLE22,H77,/Date(1285195380000-0700)/,/Date(1288756980000-0700)/,291264030,Slayer DMRs,3,/Date(1288754831000-0700)/,True,0,12,,12,14,4,0,0,17.2481289,4,The Devero,6,19,7,16,5,0,3
5,The Devero,2010,/Date(1284445080000-0700)/,/Date(1288811040000-0700)/,291264030,Slayer DMRs,3,/Date(1288754831000-0700)/,True,1,13,,13,15,5,0,0,16.8015232,6,FearfulSpoon,9,15,5,13,4,0,2
3,TwinnMill2,DLTE,/Date(1284448800000-0700)/,/Date(1288759200000-0700)/,291264030,Slayer DMRs,3,/Date(1288754831000-0700)/,True,1,10,,10,14,4,0,0,11.5981379,4,FearfulSpoon,6,15,6,13,5,0,2
4,Afro Crusader,ITM9,/Date(1284448800000-0700)/,/Date(1288759200000-0700)/,291264030,Slayer DMRs,3,/Date(1288754831000-0700)/,True,1,11,,11,11,2,0,0,13.3473816,5,FearfulSpoon,3,16,10,7,5,1,8
6,MATOLUTA420,KUSH,/Date(1284520680000-0700)/,/Date(1288810920000-0700)/,291264030,Slayer DMRs,3,/Date(1288754831000-0700)/,True,1,14,,14,10,2,0,0,16.7523918,5,FearfulSpoon,4,18,9,13,6,0,5
3,FearfulSpoon,L33,/Date(1285195260000-0700)/,/Date(1288761600000-0700)/,291236284,Slayer,3,/Date(1288754057000-0700)/,True,0,17,,17,8,1,0,0,7.246566,5,DARK JEDI REIGN,4,12,8,2,2,1,6
7,eaglestrike7069,KUSH,/Date(1288130100000-0700)/,/Date(1288754820000-0700)/,291236284,Slayer,3,/Date(1288754057000-0700)/,True,0,13,,13,10,2,0,0,9.462962,6,DevineWind61,4,20,12,12,8,0,7
4,INGLE22,H77,/Date(1285195380000-0700)/,/Date(1288756980000-0700)/,291236284,Slayer,3,/Date(1288754057000-0700)/,True,0,18,,18,13,3,0,0,4.60823154,8,Yiffy Pink Fox,6,26,10,10,4,1,14
2,Deathreus,REUS,/Date(1284865320000-0700)/,/Date(1288754760000-0700)/,291236284,Slayer,3,/Date(1288754057000-0700)/,True,0,2,,3,4,1,1,0,4.028317,1,DARK JEDI REIGN,2,5,4,3,3,0,2
0,DARK JEDI REIGN,SITH,/Date(1284508140000-0700)/,/Date(1288768380000-0700)/,291236284,Slayer,3,/Date(1288754057000-0700)/,True,1,13,,13,16,2,0,0,7.063532,5,INGLE22,8,15,8,7,4,1,7
6,FR8ST3,ICEE,/Date(1285619400000-0700)/,/Date(1288756620000-0700)/,291236284,Slayer,3,/Date(1288754057000-0700)/,True,1,7,,7,10,1,0,0,12.3941593,3,eaglestrike7069,5,8,7,6,5,1,1
5,Yiffy Pink Fox,TIGR,/Date(1287958680000-0700)/,/Date(1288810680000-0700)/,291236284,Slayer,3,/Date(1288754057000-0700)/,True,1,8,,8,15,3,0,0,10.5805264,6,eaglestrike7069,6,17,11,12,7,0,5
1,DevineWind61,WIND,/Date(1284565920000-0700)/,/Date(1288794360000-0700)/,291236284,Slayer,3,/Date(1288754057000-0700)/,True,1,6,,6,10,1,0,0,12.7002439,4,FearfulSpoon,5,7,5,4,3,0,3
7,DarkCorvus,F453,/Date(1287438180000-0700)/,/Date(1288765380000-0700)/,291209578,Slayer DMRs,3,/Date(1288753393073-0700)/,True,0,11,,11,9,4,0,0,22.5450211,4,ponderholic,4,19,8,16,6,0,3
6,xKAY 9x,KAY9,/Date(1287453840000-0700)/,/Date(1288765380000-0700)/,291209578,Slayer DMRs,3,/Date(1288753393073-0700)/,True,0,13,,13,9,4,0,0,8.73412,6,ponderholic,4,15,8,13,6,0,1
4,mak529,NUGZ,/Date(1285019400000-0700)/,/Date(1288753980000-0700)/,291209578,Slayer DMRs,3,/Date(1288753393073-0700)/,True,0,11,,11,5,4,0,0,12.6304083,4,FearfulSpoon,4,20,10,17,7,0,2
5,NoOneInSight,0000,/Date(1284852300000-0700)/,/Date(1288755420000-0700)/,291209578,Slayer DMRs,3,/Date(1288753393073-0700)/,True,0,15,,15,6,1,0,0,27.956974,8,ponderholic,3,19,10,12,5,1,5
0,ponderholic,H414,/Date(1288328400000-0700)/,/Date(1288785660000-0700)/,291209578,Slayer DMRs,3,/Date(1288753393073-0700)/,True,1,11,,11,17,1,0,0,23.0993843,4,xKAY 9x,5,13,8,10,5,1,2
